title,link,salary,company,area,update_time,exp_title,education,com_type
Part-time Job in Beijing for ESL Teaching  ASAP,http://www.jobleadchina.com/job/5223,5K/MTH - 10K/MTH,Beijing Risun Hongwen,Beijing,"Post time: December 30, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Beijing Middle School Needed 3 ESL Teachers,http://www.jobleadchina.com/job/5222,9K/MTH - 12K/MTH,Beijing Risun Hongwen,Beijing,"Post time: December 30, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
"Training center in Guangzhou city, ESL Teacher",http://www.jobleadchina.com/job/5221,18K/MTH - 23K/MTH,Beijing Risun Hongwen,Guangzhou,"Post time: December 30, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
"Full-time Guangzhou Kindergarten , Esl Teacher",http://www.jobleadchina.com/job/5220,17K/MTH - 23K/MTH,Beijing Risun Hongwen,Guangzhou,"Post time: December 30, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/5219,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: December 30, 2019",Experience: Associate,Bachelor,School
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/5218,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: December 27, 2019",Experience: Associate,Bachelor,School
Hebei Public School Needed 2 AP Teacher Asap,http://www.jobleadchina.com/job/5217,13K/MTH - 17K/MTH,Beijing Risun Hongwen,Others,"Post time: December 27, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Confucius Institute(China) Needed a Art Foreigh Te,http://www.jobleadchina.com/job/5216,12K/MTH - 18K/MTH,Beijing Risun Hongwen,Others,"Post time: December 27, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
"15k-20k , German and French  teacher in Beijing fo",http://www.jobleadchina.com/job/5215,15K/MTH - 20K/MTH,Beijing risunhongwen International Culture Exchang,Beijing,"Post time: December 27, 2019",Experience: Entry Level,Bachelor,Others
"Primaty in Guangzhou City, ESL Teacher",http://www.jobleadchina.com/job/5214,18K/MTH - 23K/MTH,Beijing Risun Hongwen,Guangzhou,"Post time: December 26, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
High salary and easy teaching jobs in China,http://www.jobleadchina.com/job/5213,14K/MTH - 25K/MTH,Beijing Dekuaixin Education Consulting,Others,"Post time: December 26, 2019",Experience: Associate,Bachelor,Teaching Center
"Guangzhou Early Education Center , ESL Teacher",http://www.jobleadchina.com/job/5212,17K/MTH - 22K/MTH,Beijing Risun Hongwen,Guangzhou,"Post time: December 26, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
"Foshan middle School, ESL Teacher ",http://www.jobleadchina.com/job/5211,16K/MTH - 20K/MTH,Beijing Risun Hongwen,Guangzhou,"Post time: December 26, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
"9k-12k ,oral English teacher in Beijing public sch",http://www.jobleadchina.com/job/5210,9K/MTH - 12K/MTH,Beijing risunhongwen International Culture Exchang,Beijing,"Post time: December 26, 2019",Experience: Entry Level,Bachelor,Others
#ASAP #hiring #ESL Teachers and Subject Teachers F,http://www.jobleadchina.com/job/5209,22K/MTH - 28K/MTH,Intl Recruit,Xi'an,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
Urgent hiring #ESL teacher needed for Primary scho,http://www.jobleadchina.com/job/5208,18K/MTH - 21K/MTH,Intl Recruit,Others,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
▲ASAP▲ESL homeroom teacher Needed for Internationa,http://www.jobleadchina.com/job/5207,17K/MTH - 17K/MTH,Intl Recruit,Shanghai,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
English Teaching Position in International Kinderg,http://www.jobleadchina.com/job/5206,17K/MTH - 20K/MTH,Intl Recruit,Chongqing,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL English Teacher Needed for Primary School in G,http://www.jobleadchina.com/job/5205,16K/MTH - 18K/MTH,Intl Recruit,Guangzhou,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
ASAP#18k-19k-ESL English Teacher Needed in Guangzh,http://www.jobleadchina.com/job/5204,18K/MTH - 19K/MTH,Intl Recruit,Guangzhou,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL English Teaching positions for Kindergarten in,http://www.jobleadchina.com/job/5203,18K/MTH - 19K/MTH,Intl Recruit,Guangzhou,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
IB MYP/DP Candidate School Principal in Beijing,http://www.jobleadchina.com/job/5202,50K/MTH - 50K/MTH,Intl Recruit,Beijing,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
#urgent hiring 20k-24k #Kindergarten Homeroom Teac,http://www.jobleadchina.com/job/5201,20K/MTH - 24K/MTH,Intl Recruit,Nanjing,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
English and Art teacher position for Kindergarten ,http://www.jobleadchina.com/job/5200,13K/MTH - 18K/MTH,Intl Recruit,Beijing,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
#asap English teacher position in Beijing (no offi,http://www.jobleadchina.com/job/5199,16K/MTH - 20K/MTH,Intl Recruit,Beijing,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL English teacher positions in multiple cities a,http://www.jobleadchina.com/job/5198,12K/MTH - 18K/MTH,Intl Recruit,Others,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
#ASAP #ESL English teacher needed for Kindergarten,http://www.jobleadchina.com/job/5197,18K/MTH - 22K/MTH,Intl Recruit,Others,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
20-25k#ESL English Teacher Position for Internatio,http://www.jobleadchina.com/job/5196,20K/MTH - 25K/MTH,Intl Recruit,Beijing,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/5195,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: December 25, 2019",Experience: Associate,Bachelor,School
"16k-22k, ESL teacher I2 education center",http://www.jobleadchina.com/job/5194,16K/MTH - 22K/MTH,Beijing risunhongwen International Culture Exchang,Others,"Post time: December 25, 2019",Experience: Entry Level,Bachelor,Others
"18-22k,Primary in Jiangmen city of Guangdong provi",http://www.jobleadchina.com/job/5193,18K/MTH - 22K/MTH,Beijing risunhongwen International Culture Exchang,Guangzhou,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Others
High salary and easy teaching jobs in China,http://www.jobleadchina.com/job/5192,14K/MTH - 25K/MTH,Beijing Dekuaixin Education Consulting,Others,"Post time: December 24, 2019",Experience: Associate,Bachelor,Teaching Center
Coastal City Shandong Province Needed Several ESL ,http://www.jobleadchina.com/job/5191,15K/MTH - 20K/MTH,Beijing Risun Hongwen,Qingdao,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Kindergarten Principal Position needed in Jiangsu,http://www.jobleadchina.com/job/5190,38K/MTH - 42K/MTH,Intl Recruit,Others,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Teaching Center
ASAP #17k-24k# Vice Homeroom Teacher Needed for In,http://www.jobleadchina.com/job/5189,17K/MTH - 24K/MTH,Intl Recruit,Others,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Teaching Center
ASAP▲20k-30k▲IB MYP Teacher needed for internation,http://www.jobleadchina.com/job/5188,20K/MTH - 30K/MTH,Intl Recruit,Others,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Teaching Center
Math Teacher Needed for International school in Do,http://www.jobleadchina.com/job/5187,25K/MTH - 35K/MTH,Intl Recruit,Dongguan,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Teaching Center
management position for International kindergarten,http://www.jobleadchina.com/job/5186,20K/MTH - 28K/MTH,Intl Recruit,Shanghai,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL Teacher needed in Experimental School in Jiaxi,http://www.jobleadchina.com/job/5185,16K/MTH - 28K/MTH,Intl Recruit,Others,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Teaching Center
"ESL Teacher Position in Kindergarten in Foshan, Gu",http://www.jobleadchina.com/job/5184,16K/MTH - 19K/MTH,Intl Recruit,Others,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Teaching Center
Shenyang kindergarten only Needed 1 Female ESL Tea,http://www.jobleadchina.com/job/5183,10K/MTH - 12K/MTH,Beijing Risun Hongwen,Others,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
18k-21k!!ESL English teacher needed in Guangzhou,http://www.jobleadchina.com/job/5182,18K/MTH - 21K/MTH,Intl Recruit,Guangzhou,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Teaching Center
Beijing International kindergarten Needed Native E,http://www.jobleadchina.com/job/5181,18K/MTH - 20K/MTH,Beijing Risun Hongwen,Beijing,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Xi'an Training School  Hire 1 Foreign Teacher ASAP,http://www.jobleadchina.com/job/5180,16K/MTH - 20K/MTH,Beijing Risun Hongwen,Others,"Post time: December 24, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
English homeroom teacher for International Kinderg,http://www.jobleadchina.com/job/5177,20K/MTH - 28K/MTH,Intl Recruit,Shanghai,"Post time: December 23, 2019",Experience: Entry Level,Bachelor,Teaching Center
Looking for a Singaporean for International Kinder,http://www.jobleadchina.com/job/5176,35K/MTH - 50K/MTH,Intl Recruit,Shanghai,"Post time: December 23, 2019",Experience: Entry Level,Bachelor,Teaching Center
20k-32k!!Mathematics teacher for International Sch,http://www.jobleadchina.com/job/5175,20K/MTH - 32K/MTH,Intl Recruit,Tianjin,"Post time: December 23, 2019",Experience: Entry Level,Bachelor,Teaching Center
High salary and easy teaching jobs in China,http://www.jobleadchina.com/job/5174,14K/MTH - 25K/MTH,Beijing Dekuaixin Education Consulting,Others,"Post time: December 23, 2019",Experience: Associate,Bachelor,Teaching Center
ESL English teacher for International Kindergarten,http://www.jobleadchina.com/job/5173,16K/MTH - 23K/MTH,Intl Recruit,Chengdu,"Post time: December 23, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL English Teacher and Subject Teachers Needed in,http://www.jobleadchina.com/job/5172,16K/MTH - 28K/MTH,Intl Recruit,Others,"Post time: December 23, 2019",Experience: Entry Level,Bachelor,Teaching Center
#ASAP #hiring #ESL Teachers and Subject Teachers F,http://www.jobleadchina.com/job/5171,22K/MTH - 28K/MTH,Intl Recruit,Xi'an,"Post time: December 23, 2019",Experience: Entry Level,Bachelor,Teaching Center
"15k-20k , German and French  teacher in Beijing fo",http://www.jobleadchina.com/job/5170,15K/MTH - 20K/MTH,Beijing risunhongwen International Culture Exchang,Beijing,"Post time: December 23, 2019",Experience: Entry Level,Bachelor,Others
22-30k Subject teachers needed for High school in ,http://www.jobleadchina.com/job/5169,22K/MTH - 30K/MTH,Intl Recruit,Others,"Post time: December 23, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL English teacher positions for middle school in,http://www.jobleadchina.com/job/5168,18K/MTH - 21K/MTH,Intl Recruit,Others,"Post time: December 23, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL teacher Needed in Guangzhou Kindergarten With ,http://www.jobleadchina.com/job/5166,17K/MTH - 23K/MTH,Beijing Risun Hongwen,Others,"Post time: December 23, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
"Guangzhou middle school, History and Literature te",http://www.jobleadchina.com/job/5165,18K/MTH - 23K/MTH,Beijing Risun Hongwen,Guangzhou,"Post time: December 23, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/5164,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: December 23, 2019",Experience: Associate,Bachelor,School
20k-23k!Native English Teacher needed for Kinderga,http://www.jobleadchina.com/job/5163,20K/MTH - 23K/MTH,Intl Recruit,Others,"Post time: December 20, 2019",Experience: Entry Level,Bachelor,Teaching Center
Urgent hiring #ESL teacher needed for Primary scho,http://www.jobleadchina.com/job/5162,18K/MTH - 21K/MTH,Intl Recruit,Others,"Post time: December 20, 2019",Experience: Entry Level,Bachelor,Teaching Center
Henan Training School Hire Much ESL Teacher Urgent,http://www.jobleadchina.com/job/5161,12K/MTH - 18K/MTH,Beijing Risun Hongwen,Others,"Post time: December 20, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
▲ASAP▲ESL homeroom teacher Needed for Internationa,http://www.jobleadchina.com/job/5160,17K/MTH - 17K/MTH,Intl Recruit,Shanghai,"Post time: December 20, 2019",Experience: Entry Level,Bachelor,Teaching Center
High salary and easy teaching jobs in China,http://www.jobleadchina.com/job/5159,14K/MTH - 25K/MTH,Beijing Dekuaixin Education Consulting,Others,"Post time: December 20, 2019",Experience: Associate,Bachelor,Teaching Center
English Teaching Position in International Kinderg,http://www.jobleadchina.com/job/5158,17K/MTH - 20K/MTH,Intl Recruit,Chongqing,"Post time: December 20, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL English Teacher Needed for Primary School in G,http://www.jobleadchina.com/job/5157,16K/MTH - 18K/MTH,Intl Recruit,Guangzhou,"Post time: December 20, 2019",Experience: Entry Level,Bachelor,Teaching Center
ASAP#18k-19k-ESL English Teacher Needed in Guangzh,http://www.jobleadchina.com/job/5156,18K/MTH - 19K/MTH,Intl Recruit,Guangzhou,"Post time: December 20, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL English Teaching positions for Kindergarten in,http://www.jobleadchina.com/job/5155,18K/MTH - 19K/MTH,Intl Recruit,Guangzhou,"Post time: December 20, 2019",Experience: Entry Level,Bachelor,Teaching Center
"15k-20k , German and French  teacher in Beijing fo",http://www.jobleadchina.com/job/5154,15K/MTH - 20K/MTH,Beijing risunhongwen International Culture Exchang,Beijing,"Post time: December 20, 2019",Experience: Entry Level,Bachelor,Others
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/5153,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: December 20, 2019",Experience: Associate,Bachelor,School
High salary and easy teaching jobs in China,http://www.jobleadchina.com/job/5152,12K/MTH - 25K/MTH,Beijing Dekuaixin Education Consulting,Others,"Post time: December 19, 2019",Experience: Associate,Bachelor,Teaching Center
#ASAP #hiring #ESL Teachers and Subject Teachers F,http://www.jobleadchina.com/job/5151,22K/MTH - 28K/MTH,Intl Recruit,Xi'an,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Teaching Center
Urgent hiring #ESL teacher needed for Primary scho,http://www.jobleadchina.com/job/5150,18K/MTH - 21K/MTH,Intl Recruit,Others,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Teaching Center
▲ASAP▲ESL homeroom teacher Needed for Internationa,http://www.jobleadchina.com/job/5149,17K/MTH - 17K/MTH,Intl Recruit,Shanghai,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL English Teacher Needed for Primary School in G,http://www.jobleadchina.com/job/5148,16K/MTH - 18K/MTH,Intl Recruit,Guangzhou,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Teaching Center
IB MYP/DP Candidate School Principal in Beijing,http://www.jobleadchina.com/job/5147,50K/MTH - 50K/MTH,Intl Recruit,Beijing,"Post time: December 19, 2019",Experience: Executive,Bachelor,Teaching Center
#urgent hiring 20k-24k #Kindergarten Homeroom Teac,http://www.jobleadchina.com/job/5146,20K/MTH - 24K/MTH,Intl Recruit,Nanjing,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Teaching Center
Dalian City traning School Hire 1 ESL Teacher ASAP,http://www.jobleadchina.com/job/5145,12K/MTH - 20K/MTH,Beijing Risun Hongwen,Others,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
English and Art teacher position for Kindergarten ,http://www.jobleadchina.com/job/5144,13K/MTH - 18K/MTH,Intl Recruit,Others,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Teaching Center
#asap English teacher position in Beijing (no offi,http://www.jobleadchina.com/job/5142,16K/MTH - 20K/MTH,Intl Recruit,Beijing,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Teaching Center
"15k-20k , German and French  teacher in Beijing fo",http://www.jobleadchina.com/job/5141,15K/MTH - 20K/MTH,Beijing risunhongwen International Culture Exchang,Beijing,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Others
ESL English teacher positions in multiple cities a,http://www.jobleadchina.com/job/5140,12K/MTH - 18K/MTH,Intl Recruit,Others,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Teaching Center
Beijing Kindergarten Needed 4 ESL Teacher ASAP,http://www.jobleadchina.com/job/5139,12K/MTH - 22K/MTH,Beijing Risun Hongwen,Others,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Hebei Training School Needed ESL Female Teacher Ur,http://www.jobleadchina.com/job/5138,12K/MTH - 20K/MTH,Beijing Risun Hongwen,Others,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
"Higher Salary In Hebei, Training School Needed You",http://www.jobleadchina.com/job/5137,12K/MTH - 24K/MTH,Beijing Risun Hongwen,Others,"Post time: December 19, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
